"","Chromosome","Start","End"
"9243","chr11","12388098","12389514"
"9244","chr11","12391795","12394564"
"9245","chr11","12395719","12398841"
"9246","chr11","12404051","12410327"
"9247","chr11","12426325","12427179"
"9248","chr11","12431725","12434061"
"9249","chr11","12435434","12440680"
"9250","chr11","12443981","12445832"
"9251","chr11","12447244","12447905"
"9252","chr11","12453131","12457175"
"9253","chr11","12463414","12464269"
"9254","chr11","12479613","12480518"
"9255","chr11","12482810","12484837"
"9256","chr11","12488806","12493616"
"9257","chr11","12541565","12549334"
"9258","chr11","12558002","12561942"
"9259","chr11","12583610","12588665"
"9260","chr11","12602588","12611631"
"9261","chr11","12620963","12656871"
"9262","chr11","12668614","12671782"
"9263","chr11","12673922","12675994"
"9264","chr11","12681234","12683605"
"9265","chr11","12684928","12686563"
"9266","chr11","12690608","12691705"
"9267","chr11","12693552","12694711"
"9268","chr11","12704016","12705387"
"9269","chr11","12726284","12727778"
"9270","chr11","12739528","12741543"
"9271","chr11","12755708","12772616"
"9272","chr11","12781328","12782902"
"9273","chr11","12790609","12792049"
"9274","chr11","12794978","12795265"
"9275","chr11","12799563","12804351"
"9276","chr11","12812978","12819124"
"9277","chr11","12820306","12828116"
"9278","chr11","12837653","12842629"
"9279","chr11","12847057","12851616"
"9280","chr11","12874041","12875756"
"9281","chr11","12880789","12883850"
"9282","chr11","12899441","12902706"
"9283","chr11","12907602","12911326"
"9284","chr11","12932449","12935031"
"9285","chr11","12940590","12942393"
"9286","chr11","12958488","12960083"
"9287","chr11","12963071","12964835"
"9288","chr11","13014646","13016793"
"9289","chr11","13016878","13020455"
"9290","chr11","13051059","13052662"
"9291","chr11","13052879","13058224"
"9292","chr11","13059553","13061726"
"9293","chr11","13075154","13106880"
"9294","chr11","13115125","13122401"
"9295","chr11","13131941","13133251"
"9296","chr11","13137093","13138403"
"9297","chr11","13155962","13157845"
"9298","chr11","13180160","13187433"
"9299","chr11","13195064","13196788"
"9300","chr11","13202251","13204196"
"9301","chr11","13220788","13227508"
"9302","chr11","13235577","13241967"
"9303","chr11","13253809","13256264"
"9304","chr11","13283282","13287531"
"9305","chr11","13323801","13325318"
"9306","chr11","13338887","13340973"
"9307","chr11","13355311","13358959"
"9308","chr11","13362880","13375945"
"9309","chr11","13381471","13384306"
"9310","chr11","13453875","13455093"
"9311","chr11","13500143","13508642"
"9312","chr11","13516765","13525349"
"9313","chr11","13529623","13531881"
"9314","chr11","13544162","13547034"
"9315","chr11","13591146","13678950"
"9316","chr11","13737949","13738941"
"9317","chr11","13887721","13890589"
"9318","chr11","13891676","13893787"
"9319","chr11","13897877","13899503"
"9320","chr11","13931596","13936281"
"9321","chr11","13970659","13972146"
"9322","chr11","14098886","14099824"
"9323","chr11","14101300","14102423"
"9324","chr11","14132396","14141417"
"9325","chr11","14180147","14183600"
"9326","chr11","14213163","14223619"
"9327","chr11","14237279","14246071"
"9328","chr11","14261240","14264510"
"9329","chr11","14272064","14276296"
"9330","chr11","14277061","14282705"
"9331","chr11","14308198","14319746"
"9332","chr11","14322260","14326801"
"9333","chr11","14330470","14340896"
"9334","chr11","14342039","14342644"
"9335","chr11","14347715","14351642"
"9336","chr11","14383909","14385447"
"9337","chr11","14452603","14475692"
"9338","chr11","14475893","14479760"
"9339","chr11","14482125","14482373"
"9340","chr11","14497114","14501998"
"9341","chr11","14530435","14533796"
"9342","chr11","14546026","14551890"
"9343","chr11","14557865","14559638"
"9344","chr11","14564399","14566440"
"9345","chr11","14568908","14569273"
"9346","chr11","14569778","14571560"
"9347","chr11","14582932","14585110"
"9348","chr11","14632195","14633438"
"9349","chr11","14640535","14642565"
"9350","chr11","14642576","14652942"
"9351","chr11","14664643","14666479"
"9352","chr11","14672183","14673169"
"9353","chr11","14688998","14690293"
"9354","chr11","14691146","14696033"
"9355","chr11","14699206","14702945"
"9356","chr12","1644","2966"
"9357","chr12","44224","44865"
"9358","chr12","90706","95854"
"9359","chr12","116017","121050"
"9360","chr12","128178","131187"
"9361","chr12","131772","133405"
"9362","chr12","137912","138301"
"9363","chr12","157610","161739"
"9364","chr12","187711","190904"
"9365","chr12","191645","196251"
"9366","chr12","205426","208123"
"9367","chr12","211310","213771"
"9368","chr12","221596","223118"
"9369","chr12","223756","226409"
"9370","chr12","238584","241519"
"9371","chr12","282427","285972"
"9372","chr12","300163","300754"
"9373","chr12","301661","303433"
"9374","chr12","324207","337553"
"9375","chr12","344916","345490"
"9376","chr12","368794","372759"
"9377","chr12","401556","405683"
"9378","chr12","412759","415498"
"9379","chr12","476768","482147"
"9380","chr12","484147","487082"
"9381","chr12","516092","517214"
"9382","chr12","519024","520490"
"9383","chr12","524658","527335"
"9384","chr12","528277","530658"
"9385","chr12","567473","568414"
"9386","chr12","581765","584048"
"9387","chr12","589800","596736"
"9388","chr12","605772","607326"
"9389","chr12","608101","608769"
"9390","chr12","631336","670383"
"9391","chr12","673115","679276"
"9392","chr12","704405","705768"
"9393","chr12","715300","720165"
"9394","chr12","722792","727297"
"9395","chr12","738256","740032"
"9396","chr12","743326","748242"
"9397","chr12","748904","754581"
"9398","chr12","763763","764176"
"9399","chr12","766819","767241"
"9400","chr12","769675","771562"
"9401","chr12","774414","774833"
"9402","chr12","798774","802662"
"9403","chr12","816003","819018"
"9404","chr12","822761","823582"
"9405","chr12","829399","835390"
"9406","chr12","836390","839172"
"9407","chr12","849942","857520"
"9408","chr12","863531","865400"
"9409","chr12","865403","867366"
"9410","chr12","882347","932397"
"9411","chr12","943460","943961"
"9412","chr12","948099","948661"
"9413","chr12","950789","954009"
"9414","chr12","957528","958650"
"9415","chr12","961463","966399"
"9416","chr12","966860","968095"
"9417","chr12","969747","973313"
"9418","chr12","981724","986601"
"9419","chr12","1005190","1007677"
"9420","chr12","1015950","1017165"
"9421","chr12","1019345","1024415"
"9422","chr12","1029644","1039287"
"9423","chr12","1050307","1050646"
"9424","chr12","1087353","1095830"
"9425","chr12","1096347","1100201"
"9426","chr12","1111157","1111637"
"9427","chr12","1112661","1118638"
"9428","chr12","1120781","1122361"
"9429","chr12","1128707","1131229"
"9430","chr12","1142029","1143629"
"9431","chr12","1151219","1152897"
"9432","chr12","1153583","1157354"
"9433","chr12","1177908","1183903"
"9434","chr12","1257247","1260126"
"9435","chr12","1266607","1269284"
"9436","chr12","1291657","1293006"
"9437","chr12","1293029","1301957"
"9438","chr12","1310876","1312187"
"9439","chr12","1325430","1325867"
"9440","chr12","1326733","1332698"
"9441","chr12","1363150","1369824"
"9442","chr12","1383216","1384390"
"9443","chr12","1409837","1411381"
"9444","chr12","1414848","1416039"
"9445","chr12","1424496","1425368"
"9446","chr12","1428814","1429834"
"9447","chr12","1431093","1441480"
"9448","chr12","1443806","1444358"
"9449","chr12","1445229","1450068"
"9450","chr12","1452764","1458191"
"9451","chr12","1497425","1499401"
"9452","chr12","1504346","1506298"
"9453","chr12","1515130","1516954"
"9454","chr12","1528309","1529035"
"9455","chr12","1533574","1556393"
"9456","chr12","1557414","1570564"
"9457","chr12","1575076","1591033"
"9458","chr12","1594463","1597708"
"9459","chr12","1603405","1608675"
"9460","chr12","1637541","1641840"
"9461","chr12","1647490","1649421"
"9462","chr12","1652250","1656588"
"9463","chr12","1658038","1661458"
"9464","chr12","1677692","1680892"
"9465","chr12","1691957","1692397"
"9466","chr12","1693911","1701390"
"9467","chr12","1717233","1721827"
"9468","chr12","1723911","1726421"
"9469","chr12","1727025","1732882"
"9470","chr12","1735519","1738074"
"9471","chr12","1741558","1744491"
"9472","chr12","1745009","1746049"
"9473","chr12","1838796","1843278"
"9474","chr12","1845219","1847626"
"9475","chr12","1867939","1873634"
"9476","chr12","1880498","1882233"
"9477","chr12","1883440","1883724"
"9478","chr12","1905772","1908206"
"9479","chr12","1924872","1928223"
"9480","chr12","1939759","1940163"
"9481","chr12","1941010","1941324"
"9482","chr12","1943320","1944054"
"9483","chr12","1953382","1960004"
"9484","chr12","1967901","1968962"
"9485","chr12","1977072","1977875"
"9486","chr12","1979881","1980963"
"9487","chr12","1982377","1984795"
"9488","chr12","1997444","2003192"
"9489","chr12","2006496","2013627"
"9490","chr12","2043989","2046729"
"9491","chr12","2054384","2060616"
"9492","chr12","2068675","2071792"
"9493","chr12","2081805","2083358"
"9494","chr12","2090592","2092130"
"9495","chr12","2093351","2100090"
"9496","chr12","2102179","2106064"
"9497","chr12","2108025","2108923"
"9498","chr12","2115451","2116992"
"9499","chr12","2119286","2119681"
"9500","chr12","2119997","2120401"
"9501","chr12","2122643","2132893"
"9502","chr12","2136136","2137282"
"9503","chr12","2138332","2139622"
"9504","chr12","2148117","2155003"
"9505","chr12","2195442","2198937"
"9506","chr12","2205652","2206278"
"9507","chr12","2211273","2211821"
"9508","chr12","2216603","2218624"
"9509","chr12","2232516","2236580"
"9510","chr12","2249609","2251018"
"9511","chr12","2270480","2271892"
"9512","chr12","2304575","2306571"
"9513","chr12","2310873","2312493"
"9514","chr12","2320002","2323528"
"9515","chr12","2340174","2341723"
"9516","chr12","2343977","2344630"
"9517","chr12","2358069","2359156"
"9518","chr12","2382159","2384635"
"9519","chr12","2407593","2408279"
"9520","chr12","2408435","2412425"
"9521","chr12","2415125","2415376"
"9522","chr12","2424748","2443226"
"9523","chr12","2505946","2507900"
"9524","chr12","2508346","2510367"
"9525","chr12","2525454","2526863"
"9526","chr12","2543976","2545394"
"9527","chr12","2555405","2557185"
"9528","chr12","2561468","2563077"
"9529","chr12","2570813","2574269"
"9530","chr12","2588918","2590468"
"9531","chr12","2593025","2593681"
"9532","chr12","2616771","2619454"
"9533","chr12","2624634","2625238"
"9534","chr12","2647479","2651123"
"9535","chr12","2652600","2653241"
"9536","chr12","2693322","2695968"
"9537","chr12","2697653","2700441"
"9538","chr12","2708248","2708904"
"9539","chr12","2714322","2718279"
"9540","chr12","2741775","2744866"
"9541","chr12","2750007","2759559"
"9542","chr12","2762127","2763521"
"9543","chr12","2769012","2769692"
"9544","chr12","2773618","2783441"
"9545","chr12","2784879","2790017"
"9546","chr12","2791017","2793774"
"9547","chr12","2828697","2834066"
"9548","chr12","2836181","2838866"
"9549","chr12","2859530","2860571"
"9550","chr12","2870119","2871258"
"9551","chr12","2921907","2922440"
"9552","chr12","2933071","2939447"
"9553","chr12","2945586","2951611"
"9554","chr12","2957634","2958911"
"9555","chr12","2961255","2969406"
"9556","chr12","2972052","2976168"
"9557","chr12","2983857","2985725"
"9558","chr12","3004664","3009838"
"9559","chr12","3014320","3015744"
"9560","chr12","3036323","3037912"
"9561","chr12","3038828","3040529"
"9562","chr12","3040833","3051075"
"9563","chr12","3051351","3055322"
"9564","chr12","3055728","3058357"
"9565","chr12","3060602","3073007"
"9566","chr12","3075415","3077704"
"9567","chr12","3084209","3085418"
"9568","chr12","3086536","3087597"
"9569","chr12","3092385","3095339"
"9570","chr12","3134613","3135033"
"9571","chr12","3135139","3138223"
"9572","chr12","3312886","3313950"
"9573","chr12","3320920","3327240"
"9574","chr12","3338313","3339286"
"9575","chr12","3388034","3389764"
"9576","chr12","3398316","3399695"
"9577","chr12","3413435","3414854"
"9578","chr12","3423985","3425400"
"9579","chr12","3427971","3432295"
"9580","chr12","3434008","3438890"
"9581","chr12","3451409","3455355"
"9582","chr12","3474972","3479949"
"9583","chr12","3492716","3496219"
"9584","chr12","3499890","3502053"
"9585","chr12","3507917","3511512"
"9586","chr12","3512324","3516516"
"9587","chr12","3545454","3547759"
"9588","chr12","3548927","3549922"
"9589","chr12","3563116","3566065"
"9590","chr12","3576173","3586705"
"9591","chr12","3595047","3598516"
"9592","chr12","3618465","3619361"
"9593","chr12","3647215","3649972"
"9594","chr12","3658638","3667663"
"9595","chr12","3704489","3712614"
"9596","chr12","3713928","3717306"
"9597","chr12","3719819","3721596"
"9598","chr12","3722970","3725709"
"9599","chr12","3725753","3726241"
"9600","chr12","3740156","3740425"
"9601","chr12","3747049","3749498"
"9602","chr12","3757169","3760607"
"9603","chr12","3764112","3769163"
"9604","chr12","3773849","3775803"
"9605","chr12","3778920","3782140"
"9606","chr12","3784225","3785420"
"9607","chr12","3787218","3787713"
"9608","chr12","3788194","3796809"
"9609","chr12","3810075","3814749"
"9610","chr12","3819246","3821125"
"9611","chr12","3824951","3829833"
"9612","chr12","3834107","3835660"
"9613","chr12","3862208","3864435"
"9614","chr12","3884745","3888558"
"9615","chr12","3911784","3914628"
"9616","chr12","3920830","3928047"
"9617","chr12","3948804","3961749"
"9618","chr12","3982562","3985772"
"9619","chr12","4023597","4024773"
"9620","chr12","4049404","4060625"
"9621","chr12","4071935","4073249"
"9622","chr12","4074954","4085700"
"9623","chr12","4091260","4093083"
"9624","chr12","4100360","4102036"
"9625","chr12","4106024","4109331"
"9626","chr12","4110056","4111950"
"9627","chr12","4118291","4119486"
"9628","chr12","4132093","4135173"
"9629","chr12","4138371","4139013"
"9630","chr12","4145626","4149366"
"9631","chr12","4152757","4153782"
"9632","chr12","4157926","4162430"
"9633","chr12","4163173","4172554"
"9634","chr12","4179328","4182115"
"9635","chr12","4272838","4273560"
"9636","chr12","4288346","4290261"
"9637","chr12","4298877","4304381"
"9638","chr12","4307523","4308005"
"9639","chr12","4310009","4311817"
"9640","chr12","4322827","4325240"
"9641","chr12","4366722","4368707"
"9642","chr12","4391445","4394540"
"9643","chr12","4398056","4398600"
"9644","chr12","4400989","4401387"
"9645","chr12","4414694","4419082"
"9646","chr12","4423091","4426201"
"9647","chr12","4433083","4435206"
"9648","chr12","4457431","4464201"
"9649","chr12","4466339","4468953"
"9650","chr12","4471072","4474326"
"9651","chr12","4477224","4480681"
"9652","chr12","4485442","4485840"
"9653","chr12","4505035","4509111"
"9654","chr12","4522955","4528671"
"9655","chr12","4545814","4548660"
"9656","chr12","4553535","4558365"
"9657","chr12","4559885","4563606"
"9658","chr12","4599622","4607300"
"9659","chr12","4629298","4629513"
"9660","chr12","4678931","4679146"
"9661","chr12","4684465","4685781"
"9662","chr12","4694896","4698597"
"9663","chr12","4701867","4706174"
"9664","chr12","4713318","4715522"
"9665","chr12","4715556","4716141"
"9666","chr12","4718269","4720740"
"9667","chr12","4721440","4723042"
"9668","chr12","4723503","4728089"
"9669","chr12","4739560","4741145"
"9670","chr12","4741939","4744818"
"9671","chr12","4765302","4766246"
"9672","chr12","4772523","4774063"
"9673","chr12","4778927","4779380"
"9674","chr12","4781469","4782157"
"9675","chr12","4793490","4793783"
"9676","chr12","4848034","4849817"
"9677","chr12","4863576","4865711"
"9678","chr12","4884260","4886683"
"9679","chr12","4886825","4887697"
"9680","chr12","4905006","4908608"
"9681","chr12","4976951","4980157"
"9682","chr12","5001698","5008576"
"9683","chr12","5010745","5013336"
"9684","chr12","5023137","5026391"
"9685","chr12","5029235","5032483"
"9686","chr12","5060614","5065290"
"9687","chr12","5078414","5079475"
"9688","chr12","5135618","5141346"
"9689","chr12","5173310","5176033"
"9690","chr12","5180939","5185727"
"9691","chr12","5187273","5191071"
"9692","chr12","5233088","5240790"
"9693","chr12","5266259","5266474"
"9694","chr12","5269592","5270169"
"9695","chr12","5321192","5321491"
"9696","chr12","5326466","5326681"
"9697","chr12","5335915","5337234"
"9698","chr12","5341932","5345831"
"9699","chr12","5351225","5355488"
"9700","chr12","5365663","5368112"
"9701","chr12","5371311","5372914"
"9702","chr12","5373750","5376606"
"9703","chr12","5399911","5400879"
"9704","chr12","5412696","5414235"
"9705","chr12","5431725","5434867"
"9706","chr12","5445645","5445944"
"9707","chr12","5481741","5484286"
"9708","chr12","5500115","5502247"
"9709","chr12","5514386","5517913"
"9710","chr12","5535977","5538990"
"9711","chr12","5544543","5545887"
"9712","chr12","5549002","5550891"
"9713","chr12","5554934","5557436"
"9714","chr12","5567030","5569773"
"9715","chr12","5602485","5611755"
"9716","chr12","5612421","5613341"
"9717","chr12","5645793","5646119"
"9718","chr12","5646574","5647385"
"9719","chr12","5655249","5658094"
"9720","chr12","5667534","5670446"
"9721","chr12","5691271","5695151"
"9722","chr12","5696592","5699653"
"9723","chr12","5700314","5701211"
"9724","chr12","5739079","5741962"
"9725","chr12","5752005","5752310"
"9726","chr12","5753151","5754926"
"9727","chr12","5776448","5781007"
"9728","chr12","5786123","5788561"
"9729","chr12","5833510","5837502"
"9730","chr12","5863601","5864753"
"9731","chr12","5900003","5901917"
"9732","chr12","5905074","5907471"
"9733","chr12","5908722","5910883"
"9734","chr12","5927090","5928643"
"9735","chr12","5946591","5947829"
"9736","chr12","5948378","5948896"
"9737","chr12","5952805","5953870"
"9738","chr12","5964260","5968552"
"9739","chr12","5997534","6000418"
"9740","chr12","6010585","6013138"
"9741","chr12","6028455","6033234"
"9742","chr12","6035370","6037043"
"9743","chr12","6043545","6047122"
"9744","chr12","6054394","6054750"
"9745","chr12","6076825","6081965"
"9746","chr12","6082787","6083158"
"9747","chr12","6094360","6095599"
"9748","chr12","6104211","6114944"
"9749","chr12","6135558","6138069"
"9750","chr12","6145994","6146568"
"9751","chr12","6149910","6160877"
"9752","chr12","6167738","6168402"
"9753","chr12","6171523","6172082"
"9754","chr12","6175613","6176536"
"9755","chr12","6182482","6187576"
"9756","chr12","6195404","6197326"
"9757","chr12","6199018","6199862"
"9758","chr12","6207352","6208029"
"9759","chr12","6208741","6209241"
"9760","chr12","6268192","6269144"
"9761","chr12","6275786","6279348"
"9762","chr12","6310827","6314735"
"9763","chr12","6315975","6318546"
"9764","chr12","6319645","6321847"
"9765","chr12","6330582","6332780"
"9766","chr12","6335340","6337132"
"9767","chr12","6358741","6362007"
"9768","chr12","6363703","6369093"
"9769","chr12","6380059","6388430"
"9770","chr12","6402286","6403963"
"9771","chr12","6406672","6408319"
"9772","chr12","6435064","6436069"
"9773","chr12","6451136","6455994"
"9774","chr12","6461927","6463743"
"9775","chr12","6484666","6490264"
"9776","chr12","6506974","6510175"
"9777","chr12","6545924","6556111"
"9778","chr12","6605731","6606420"
"9779","chr12","6607503","6611279"
"9780","chr12","6611654","6614506"
"9781","chr12","6617978","6620021"
"9782","chr12","6626597","6631117"
"9783","chr12","6631716","6632371"
"9784","chr12","6649431","6649634"
"9785","chr12","6688793","6694944"
"9786","chr12","6714497","6717233"
"9787","chr12","6724001","6726454"
"9788","chr12","6739406","6741255"
"9789","chr12","6776927","6780723"
"9790","chr12","6782331","6782768"
"9791","chr12","6798693","6801839"
"9792","chr12","6850306","6853761"
"9793","chr12","6874540","6878196"
"9794","chr12","6904539","6908649"
"9795","chr12","6911948","6912743"
"9796","chr12","6920411","6923903"
"9797","chr12","6933907","6938015"
"9798","chr12","6949761","6953204"
"9799","chr12","6971694","6972059"
"9800","chr12","6972079","6972654"
"9801","chr12","6975608","6977737"
"9802","chr12","6977776","6979852"
"9803","chr12","6991671","6993256"
"9804","chr12","6996902","6999502"
"9805","chr12","7018723","7019496"
"9806","chr12","7061479","7065897"
"9807","chr12","7085109","7087155"
"9808","chr12","7133608","7134400"
"9809","chr12","7135684","7137466"
"9810","chr12","7139180","7140600"
"9811","chr12","7149417","7153720"
"9812","chr12","7154755","7155114"
"9813","chr12","7160175","7161256"
"9814","chr12","7163567","7166015"
"9815","chr12","7166108","7167099"
"9816","chr12","7201741","7205783"
"9817","chr12","7209830","7212114"
"9818","chr12","7217537","7222307"
"9819","chr12","7226526","7227970"
"9820","chr12","7229200","7236753"
"9821","chr12","7243231","7255698"
"9822","chr12","7291317","7295567"
"9823","chr12","7296605","7298036"
"9824","chr12","7304548","7305600"
"9825","chr12","7307663","7311192"
"9826","chr12","7322512","7326584"
"9827","chr12","7328466","7331136"
"9828","chr12","7336574","7341437"
"9829","chr12","7346655","7348091"
"9830","chr12","7349315","7356252"
"9831","chr12","7363514","7364287"
"9832","chr12","7371234","7376110"
"9833","chr12","7389127","7391212"
"9834","chr12","7399749","7403116"
"9835","chr12","7411930","7412244"
"9836","chr12","7413492","7417946"
"9837","chr12","7431151","7432607"
"9838","chr12","7433170","7443011"
"9839","chr12","7443319","7444257"
"9840","chr12","7451795","7460938"
"9841","chr12","7480106","7482351"
"9842","chr12","7488083","7489079"
"9843","chr12","7505868","7506878"
"9844","chr12","7508203","7510421"
"9845","chr12","7540161","7542937"
"9846","chr12","7557491","7559732"
"9847","chr12","7573425","7581414"
"9848","chr12","7586047","7591184"
"9849","chr12","7598475","7600310"
"9850","chr12","7605224","7608617"
"9851","chr12","7608831","7611989"
"9852","chr12","7638490","7640738"
"9853","chr12","7653096","7659049"
"9854","chr12","7698952","7703723"
"9855","chr12","7706984","7714071"
"9856","chr12","7714106","7716620"
"9857","chr12","7726964","7727365"
"9858","chr12","7728436","7731845"
"9859","chr12","7767826","7772230"
"9860","chr12","7776767","7785820"
"9861","chr12","7804661","7806199"
"9862","chr12","7817844","7820311"
"9863","chr12","7822388","7826760"
"9864","chr12","7858314","7859811"
"9865","chr12","7874361","7875080"
"9866","chr12","7876792","7878649"
"9867","chr12","7901992","7902562"
"9868","chr12","7918458","7925138"
"9869","chr12","7927829","7928167"
"9870","chr12","7931313","7931549"
"9871","chr12","7933113","7953531"
"9872","chr12","7958367","7960418"
"9873","chr12","7986158","7993090"
"9874","chr12","8000839","8004878"
"9875","chr12","8011824","8014204"
"9876","chr12","8018877","8026136"
"9877","chr12","8026952","8029916"
"9878","chr12","8031152","8032693"
"9879","chr12","8038557","8038985"
"9880","chr12","8046881","8050173"
"9881","chr12","8119540","8127259"
"9882","chr12","8141911","8144326"
"9883","chr12","8162841","8170993"
"9884","chr12","8184951","8187772"
"9885","chr12","8202026","8205948"
"9886","chr12","8209896","8215959"
"9887","chr12","8220220","8223492"
"9888","chr12","8236543","8240008"
"9889","chr12","8249376","8254683"
"9890","chr12","8259167","8261688"
"9891","chr12","8269718","8276753"
"9892","chr12","8277800","8281068"
"9893","chr12","8285825","8286976"
"9894","chr12","8294732","8296489"
"9895","chr12","8299418","8300014"
"9896","chr12","8300910","8302747"
"9897","chr12","8306817","8308831"
"9898","chr12","8309387","8309788"
"9899","chr12","8310671","8311084"
"9900","chr12","8311876","8315212"
"9901","chr12","8329417","8331379"
"9902","chr12","8336324","8338381"
"9903","chr12","8342828","8343113"
"9904","chr12","8343462","8348285"
"9905","chr12","8361802","8363261"
"9906","chr12","8364665","8367166"
"9907","chr12","8396154","8396768"
"9908","chr12","8405006","8413460"
"9909","chr12","8426948","8429965"
"9910","chr12","8469896","8473115"
"9911","chr12","8476071","8477100"
"9912","chr12","8515213","8515724"
"9913","chr12","8612358","8616465"
"9914","chr12","8631640","8633625"
"9915","chr12","8652993","8654324"
"9916","chr12","8660998","8664281"
"9917","chr12","8666184","8672671"
"9918","chr12","8674256","8675542"
"9919","chr12","8690189","8691875"
"9920","chr12","8716129","8718388"
"9921","chr12","8718996","8723302"
"9922","chr12","8739675","8741267"
"9923","chr12","8759677","8760135"
"9924","chr12","8770069","8772555"
"9925","chr12","8779683","8782737"
"9926","chr12","8785426","8788149"
"9927","chr12","8792161","8793292"
"9928","chr12","8804574","8808128"
"9929","chr12","8828070","8862890"
"9930","chr12","8865629","8875139"
"9931","chr12","8879255","8880249"
"9932","chr12","8886572","8889352"
"9933","chr12","8906998","8907648"
"9934","chr12","8929671","8935566"
"9935","chr12","8980047","8983247"
"9936","chr12","8984347","8986131"
"9937","chr12","9016365","9028963"
"9938","chr12","9058964","9063677"
"9939","chr12","9091385","9093171"
"9940","chr12","9107310","9110486"
"9941","chr12","9113029","9120125"
"9942","chr12","9128068","9128499"
"9943","chr12","9129367","9139224"
"9944","chr12","9147015","9148738"
"9945","chr12","9157687","9158246"
"9946","chr12","9163972","9164463"
"9947","chr12","9165784","9169811"
"9948","chr12","9178485","9181051"
"9949","chr12","9204685","9207357"
"9950","chr12","9213884","9217149"
"9951","chr12","9231464","9231796"
"9952","chr12","9236300","9239207"
"9953","chr12","9240007","9248234"
"9954","chr12","9251472","9255151"
"9955","chr12","9260440","9262918"
"9956","chr12","9282943","9284727"
"9957","chr12","9290731","9291961"
"9958","chr12","9303936","9311157"
"9959","chr12","9315112","9317871"
"9960","chr12","9320237","9320872"
"9961","chr12","9328796","9335718"
"9962","chr12","9339315","9346659"
"9963","chr12","9347969","9350705"
"9964","chr12","9374170","9375361"
"9965","chr12","9395551","9405782"
"9966","chr12","9406214","9407655"
"9967","chr12","9418852","9427371"
"9968","chr12","9443593","9444399"
"9969","chr12","9445408","9448921"
"9970","chr12","9451831","9460826"
"9971","chr12","9465666","9466963"
"9972","chr12","9467028","9474219"
"9973","chr12","9476733","9484617"
"9974","chr12","9494394","9499152"
"9975","chr12","9500290","9503457"
"9976","chr12","9505720","9510620"
"9977","chr12","9526072","9529370"
"9978","chr12","9534259","9537474"
"9979","chr12","9566352","9570238"
"9980","chr12","9572161","9575969"
"9981","chr12","9576820","9578030"
"9982","chr12","9605501","9608837"
"9983","chr12","9618512","9619380"
"9984","chr12","9619793","9620215"
"9985","chr12","9630544","9634541"
"9986","chr12","9641390","9646631"
"9987","chr12","9649454","9653414"
"9988","chr12","9656366","9659141"
"9989","chr12","9670479","9672047"
"9990","chr12","9678726","9681059"
"9991","chr12","9684079","9691979"
"9992","chr12","9692064","9692498"
"9993","chr12","9695455","9698148"
"9994","chr12","9699322","9703816"
"9995","chr12","9718255","9720546"
"9996","chr12","9738617","9740896"
"9997","chr12","9744691","9749459"
"9998","chr12","9758749","9759843"
"9999","chr12","9764607","9765981"
"10000","chr12","9780370","9781105"
"10001","chr12","9783683","9784030"
"10002","chr12","9788475","9790039"
"10003","chr12","9791060","9792436"
"10004","chr12","9808502","9810907"
"10005","chr12","9832473","9834018"
"10006","chr12","9836099","9838950"
"10007","chr12","9841661","9845790"
"10008","chr12","9852151","9861032"
"10009","chr12","9869227","9871166"
"10010","chr12","9872994","9878239"
"10011","chr12","9902520","9903290"
"10012","chr12","9907170","9915590"
"10013","chr12","9928992","9932132"
"10014","chr12","9951391","9952449"
"10015","chr12","9956109","9956717"
"10016","chr12","9957293","9957805"
"10017","chr12","9959675","9962049"
"10018","chr12","9988960","10011619"
"10019","chr12","10022146","10024473"
"10020","chr12","10027389","10029190"
"10021","chr12","10034361","10034944"
"10022","chr12","10076718","10079312"
"10023","chr12","10080670","10087887"
"10024","chr12","10096900","10101520"
"10025","chr12","10145905","10151067"
"10026","chr12","10151505","10151927"
"10027","chr12","10154199","10159849"
"10028","chr12","10168978","10169508"
"10029","chr12","10171274","10173203"
"10030","chr12","10176977","10182255"
"10031","chr12","10196899","10201761"
"10032","chr12","10206455","10209464"
"10033","chr12","10230529","10233448"
"10034","chr12","10237705","10239912"
"10035","chr12","10264140","10265467"
"10036","chr12","10324902","10332072"
"10037","chr12","10345550","10349411"
"10038","chr12","10352862","10354435"
"10039","chr12","10368830","10371910"
"10040","chr12","10396161","10396739"
"10041","chr12","10420170","10422755"
"10042","chr12","10422862","10425373"
"10043","chr12","10434566","10444370"
"10044","chr12","10457679","10463083"
"10045","chr12","10465879","10466963"
"10046","chr12","10520800","10527052"
"10047","chr12","10553679","10555837"
"10048","chr12","10557440","10560548"
"10049","chr12","10576233","10579053"
"10050","chr12","10583472","10588743"
"10051","chr12","10589621","10618373"
"10052","chr12","10622750","10624504"
"10053","chr12","10625525","10628469"
"10054","chr12","10638156","10638845"
"10055","chr12","10645027","10645332"
"10056","chr12","10647216","10650790"
"10057","chr12","10668583","10669239"
"10058","chr12","10672845","10674284"
"10059","chr12","10678189","10686292"
"10060","chr12","10689754","10695437"
"10061","chr12","10703241","10704517"
"10062","chr12","10710810","10722915"
"10063","chr12","10730243","10733251"
"10064","chr12","10746502","10753091"
"10065","chr12","10755471","10761694"
"10066","chr12","10804539","10808634"
"10067","chr12","10809824","10810969"
"10068","chr12","10820526","10822123"
"10069","chr12","10830182","10833799"
"10070","chr12","10842925","10851254"
"10071","chr12","10851425","10853242"
"10072","chr12","10856210","10869553"
