Chromosome,Start,End
chr16,4859223,4859081
chr16,4863511,4863420
chr16,4869557,4869388
chr16,4869699,4869598
chr16,5576659,5576492
chr16,5577179,5577021
chr16,5580263,5580094
chr16,5583121,5582944
chr16,5583907,5583747
chr16,5881234,5881069
chr16,5895514,5895365
chr16,10011580,10011671
chr16,10913307,10913185
chr16,10913691,10913539
chr16,10918310,10918173
chr16,10922242,10922071
chr16,10922848,10922682
chr16,10923348,10923183
chr16,10931573,10931405
chr16,10931614,10931448
chr16,11403618,11403785
chr16,11415158,11415327
chr16,11446747,11446850
chr16,25970,25801
chr16,26387,26223
chr16,3200541,3200709
chr16,3215178,3215342
chr16,3223599,3223762
chr16,4478105,4477960
chr16,4483200,4483031
chr16,4483923,4483769
chr16,4487429,4487282
chr16,4489018,4488864
chr16,4492280,4492123
chr16,4850526,4850694
chr16,4854649,4854803
chr16,4855809,4855972
chr16,4856684,4856851
chr16,4858686,4858849
chr16,4861379,4861239
chr16,4869166,4869053
chr16,5575095,5574933
chr16,5575935,5575766
chr16,5577837,5577668
chr16,5585531,5585420
chr16,5890119,5889952
chr16,5895411,5895259
chr16,5896741,5896613
chr16,7966158,7966327
chr16,7966209,7966347
chr16,10921160,10921049
chr16,10922042,10921884
chr16,10930054,10929895
chr16,11405453,11405628
chr16,26366,26201
chr16,48432,48268
chr16,3200412,3200561
chr16,3209515,3209681
chr16,3210232,3210400
chr16,3215737,3215903
chr16,3217181,3217341
chr16,4485230,4485092
chr16,4493898,4493732
chr16,4847050,4846889
chr16,4849451,4849295
chr16,4859461,4859297
chr16,4867810,4867649
chr16,5574186,5574003
chr16,5577226,5577053
chr16,5582669,5582517
chr16,5585693,5585526
chr16,5889614,5889451
chr16,5893011,5892846
chr16,5895348,5895190
chr16,10903817,10903651
chr16,10913267,10913181
chr16,10917783,10917619
chr16,10925323,10925171
chr16,10930894,10930752
chr16,11403844,11404016
chr16,11405759,11405871
chr16,11405978,11406144
chr16,11407294,11407460
chr16,26657,26503
chr16,48225,48100
chr16,3209038,3209205
chr16,3209849,3210009
chr16,3210608,3210773
chr16,3216234,3216406
chr16,3218052,3218212
chr16,3224203,3224378
chr16,4476999,4476829
chr16,4482862,4482702
chr16,4485908,4485745
chr16,4490514,4490357
chr16,4491800,4491634
chr16,4493099,4492928
chr16,4849606,4849474
chr16,4853217,4853390
chr16,4868632,4868453
chr16,5573287,5573135
chr16,5582455,5582287
chr16,5884835,5884712
chr16,5888186,5888019
chr16,5889574,5889415
chr16,5892048,5891877
chr16,5894088,5893979
chr16,5895238,5895108
chr16,10904113,10903950
chr16,10924292,10924135
chr16,10926580,10926410
chr16,10929194,10929028
chr16,10931171,10931006
chr16,11403323,11403490
chr16,11414052,11414219
chr16,25760,25593
chr16,26282,26127
chr16,26502,26325
chr16,30866,30700
chr16,3207595,3207724
chr16,3208179,3208341
chr16,3209493,3209643
chr16,3219613,3219779
chr16,3223661,3223828
chr16,3224100,3224274
chr16,4483282,4483115
chr16,4483607,4483442
chr16,4488219,4488073
chr16,4492000,4491886
chr16,4861304,4861152
chr16,4866595,4866496
chr16,5582070,5581912
chr16,5889386,5889232
chr16,5890576,5890408
chr16,7965845,7965974
chr16,10904816,10904691
chr16,10905343,10905186
chr16,10914360,10914206
chr16,10928119,10927950
chr16,11403509,11403638
chr16,11406710,11406879
chr16,11407274,11407440
chr16,11444872,11445027
chr16,27797,27632
chr16,29888,29721
chr16,3206760,3206929
chr16,3212858,3213020
chr16,4480130,4479963
chr16,4481733,4481562
chr16,4484529,4484364
chr16,4486160,4485993
chr16,4488233,4488127
chr16,4489117,4488966
chr16,4491208,4491045
chr16,4492701,4492535
chr16,4843381,4843216
chr16,4847422,4847241
chr16,4854771,4854926
chr16,4855888,4856058
chr16,4857536,4857695
chr16,5573886,5573780
chr16,5576474,5576382
chr16,5582369,5582202
chr16,5586642,5586448
chr16,5886947,5886793
chr16,5890833,5890724
chr16,5891059,5890892
chr16,10913892,10913714
chr16,10931720,10931557
chr16,28991,28902
chr16,3219093,3219258
chr16,3222738,3222908
chr16,3222804,3222969
chr16,3224182,3224356
chr16,3224400,3224544
chr16,4479353,4479180
chr16,4487510,4487365
chr16,4487723,4487585
chr16,4851934,4851815
chr16,4853331,4853495
chr16,4853414,4853576
chr16,4858520,4858685
chr16,4861346,4861242
chr16,4867077,4866918
chr16,5576317,5576181
chr16,5577368,5577206
chr16,5579775,5579595
chr16,5580479,5580306
chr16,5585549,5585400
chr16,5588072,5587905
chr16,5886132,5885962
chr16,5886593,5886429
chr16,5888038,5887874
chr16,5892700,5892533
chr16,5898479,5898306
chr16,10913733,10913560
chr16,10921237,10921071
chr16,10925043,10924876
chr16,10925638,10925471
chr16,10927416,10927288
chr16,11404318,11404458
chr16,11444348,11444461
chr16,11446738,11446895
chr16,25487,25416
chr16,48350,48184
chr16,3207537,3207703
chr16,3209122,3209261
chr16,3218722,3218877
chr16,3219497,3219653
chr16,4478961,4478795
chr16,4488728,4488563
chr16,4490238,4490101
chr16,4490765,4490599
chr16,4491485,4491309
chr16,4849348,4849181
chr16,4854217,4854319
chr16,4857965,4858122
chr16,4867184,4867055
chr16,5572656,5572470
chr16,5573055,5572867
chr16,5575052,5574891
chr16,5578231,5578065
chr16,5579161,5579039
chr16,5579985,5579819
chr16,5584041,5583888
chr16,5883031,5882901
chr16,5888063,5887952
chr16,5889927,5889765
chr16,5891606,5891495
chr16,5892426,5892275
chr16,5892489,5892303
chr16,5893893,5893727
chr16,5895175,5895005
chr16,10921447,10921291
chr16,10921723,10921587
chr16,10922555,10922387
chr16,10923684,10923518
chr16,10924476,10924314
chr16,10933631,10933465
chr16,11403228,11403366
chr16,11405629,11405759
chr16,11414033,11414154
chr16,11415369,11415536
chr16,25989,25822
chr16,3209891,3210049
chr16,3212386,3212561
chr16,4476680,4476585
chr16,4480106,4479943
chr16,4480588,4480438
chr16,4846989,4846804
chr16,4847348,4847198
chr16,4847694,4847566
chr16,4857050,4857152
chr16,4862331,4862177
chr16,4863313,4863148
chr16,5572532,5572439
chr16,5580217,5580065
chr16,5889718,5889554
chr16,5893301,5893159
chr16,5898178,5898036
chr16,10915472,10915304
chr16,10916962,10916843
chr16,10922282,10922119
chr16,10925535,10925367
chr16,10928248,10928078
chr16,10928879,10928719
chr16,10928938,10928796
chr16,11416358,11416531
chr16,28739,28574
chr16,3206515,3206653
chr16,3209246,3209408
chr16,3215785,3215921
chr16,4480464,4480297
chr16,4486329,4486177
chr16,4486484,4486336
chr16,4489208,4489076
chr16,4491744,4491615
chr16,4850089,4850254
chr16,4869321,4869166
chr16,5580194,5580029
chr16,5583012,5582835
chr16,5588591,5588430
chr16,5891414,5891252
chr16,5896625,5896465
chr16,7965844,7965953
chr16,7966370,7966445
chr16,10931346,10931172
chr16,11403431,11403596
chr16,11406652,11406814
chr16,11415495,11415656
chr16,25942,25780
chr16,27650,27523
chr16,29718,29557
chr16,48240,48102
chr16,48449,48289
chr16,3201030,3201181
chr16,3208243,3208414
chr16,3208459,3208621
chr16,3215881,3215975
chr16,4478712,4478540
chr16,4490367,4490195
chr16,4492542,4492429
chr16,4849598,4849431
chr16,4851113,4851232
chr16,4853039,4853203
chr16,4855582,4855746
chr16,5584659,5584507
chr16,5585175,5585041
chr16,5587711,5587550
chr16,5888146,5887977
chr16,5889724,5889632
chr16,5897549,5897385
chr16,7984303,7984470
chr16,10914415,10914299
chr16,10916571,10916402
chr16,10925659,10925527
chr16,10926451,10926293
chr16,10926928,10926756
chr16,10928778,10928660
chr16,11406337,11406424
chr16,11406985,11407132
chr16,11407023,11407189
chr16,11414681,11414828
chr16,11414719,11414885
chr16,11416294,11416472
chr16,27670,27507
chr16,30439,30270
chr16,3207863,3207970
chr16,3208332,3208419
chr16,3209787,3209946
chr16,3211102,3211266
chr16,3215054,3215218
chr16,4483053,4482884
chr16,4488627,4488458
chr16,4488838,4488730
chr16,4848113,4847943
chr16,4848994,4848803
chr16,4851939,4852042
chr16,4853988,4854155
chr16,4854567,4854670
chr16,4857038,4857203
chr16,4863511,4863398
chr16,5885358,5885191
chr16,5885754,5885587
chr16,5886637,5886477
chr16,5897257,5897092
chr16,10905320,10905195
chr16,10921697,10921530
chr16,10922095,10921966
chr16,10932181,10932056
chr16,11403681,11403846
chr16,3212302,3212446
chr16,3218961,3219134
chr16,3224016,3224182
chr16,3225648,3225807
chr16,4481794,4481625
chr16,4489562,4489397
chr16,4845519,4845375
chr16,4854240,4854327
chr16,4869347,4869185
chr16,5884958,5884795
chr16,5886503,5886406
chr16,5892839,5892680
chr16,7966347,7966438
chr16,10913828,10913702
chr16,10915519,10915345
chr16,10922156,10921988
chr16,11403744,11403908
chr16,11404163,11404331
chr16,11406922,11407085
chr16,11414618,11414781
chr16,3212137,3212298
chr16,4479478,4479313
chr16,4485068,4484916
chr16,4487601,4487437
chr16,4488373,4488200
chr16,4854463,4854350
chr16,4866574,4866487
chr16,5575912,5575745
chr16,5579291,5579132
chr16,5579336,5579174
chr16,5882345,5882181
chr16,5884913,5884755
chr16,5889037,5888927
chr16,5890386,5890229
chr16,10011579,10011676
chr16,10905068,10904903
chr16,10924453,10924305
chr16,10925598,10925430
chr16,10926664,10926483
chr16,10928428,10928280
chr16,10929456,10929289
chr16,10931110,10930943
chr16,11414402,11414524
chr16,11416474,11416636
chr16,27755,27600
chr16,3206934,3207095
chr16,3213933,3214089
chr16,3217890,3218030
chr16,4492237,4492093
chr16,4845564,4845434
chr16,4851835,4851749
chr16,5583623,5583460
chr16,5887667,5887506
chr16,5895219,5895058
chr16,7978897,7979035
chr16,10914954,10914789
chr16,10917332,10917189
chr16,10920208,10920074
chr16,10924208,10924041
chr16,10925407,10925219
chr16,10929863,10929695
chr16,10932649,10932476
chr16,11414324,11414489
chr16,11416970,11417128
chr16,26408,26241
chr16,26429,26262
chr16,26607,26430
chr16,27046,26878
chr16,30542,30375
chr16,30762,30585
chr16,3200914,3201076
chr16,3211476,3211614
chr16,3213083,3213239
chr16,3220437,3220523
chr16,4483989,4483827
chr16,4844900,4844828
chr16,4855437,4855621
chr16,4857862,4858029
chr16,4857902,4858034
chr16,4863105,4862939
chr16,4867194,4867118
chr16,4867727,4867650
chr16,5573739,5573576
chr16,5582770,5582646
chr16,5582835,5582678
chr16,5882240,5882097
chr16,5886534,5886368
chr16,5888253,5888086
chr16,5896864,5896697
chr16,7983727,7983862
chr16,10904136,10903969
chr16,10915147,10914976
chr16,10926748,10926580
chr16,10928060,10927908
chr16,11406964,11407126
chr16,11414660,11414822
chr16,11416784,11416951
chr16,48124,48025
chr16,3219116,3219276
chr16,4485027,4484864
chr16,4492241,4492068
chr16,4845477,4845296
chr16,4849922,4850025
chr16,5572510,5572414
chr16,5582921,5582746
chr16,5889773,5889657
chr16,7983724,7983841
chr16,10904241,10904077
chr16,10925619,10925451
chr16,10929437,10929269
chr16,10933876,10933737
chr16,11406706,11406836
chr16,26984,26858
chr16,3215346,3215509
chr16,3215683,3215839
chr16,4487810,4487644
chr16,4850778,4850944
chr16,5579178,5579071
chr16,5579236,5579116
chr16,5583643,5583483
chr16,5885733,5885578
chr16,5886736,5886629
chr16,5889887,5889800
chr16,10916598,10916447
chr16,10921264,10921154
chr16,10921451,10921349
chr16,10924087,10923977
chr16,10926478,10926327
chr16,10928182,10928014
chr16,11403839,11403953
chr16,4483630,4483475
chr16,4486420,4486243
chr16,4491044,4490875
chr16,4494381,4494209
chr16,4845191,4845026
chr16,5572563,5572424
chr16,5575008,5574852
chr16,5576515,5576386
chr16,5581164,5581070
chr16,5582381,5582244
chr16,5583542,5583375
chr16,5588194,5588052
chr16,10920143,10920054
chr16,10924189,10924022
chr16,11414028,11414135
chr16,3212155,3212280
chr16,3216131,3216255
chr16,4856977,4857139
chr16,4863516,4863462
chr16,5572593,5572442
chr16,5587857,5587691
chr16,5887900,5887754
chr16,10916922,10916761
chr16,10924402,10924252
chr16,11415718,11415898
chr16,30164,29997
chr16,3209927,3210067
chr16,3210421,3210586
chr16,3218877,3219041
chr16,3219592,3219749
chr16,4493605,4493442
chr16,4843315,4843213
chr16,4854750,4854920
chr16,5884774,5884598
chr16,5889360,5889238
chr16,5897131,5896985
chr16,10915241,10915059
chr16,10917236,10917049
chr16,10932581,10932451
chr16,11415082,11415242
chr16,48101,48017
chr16,3225549,3225733
chr16,4484798,4484672
chr16,4857797,4857965
chr16,4858064,4858185
chr16,4862244,4862105
chr16,5886303,5886134
chr16,5889042,5888865
chr16,5889258,5889095
chr16,5891602,5891502
chr16,10916721,10916623
chr16,10926386,10926297
chr16,10931004,10930814
chr16,48183,48025
chr16,3224119,3224264
chr16,4480004,4479833
chr16,4483675,4483502
chr16,4484314,4484152
chr16,5891544,5891415
chr16,10913838,10913672
chr16,10932283,10932128
chr16,4476659,4476582
chr16,4488135,4488014
chr16,4843669,4843607
chr16,5579589,5579437
chr16,5887997,5887868
chr16,10926805,10926642
chr16,10928401,10928289
chr16,11415009,11415179
chr16,28111,27945
chr16,30311,30207
chr16,4487574,4487404
chr16,4843670,4843566
chr16,5580530,5580328
chr16,5886764,5886633
chr16,5894371,5894284
chr16,10927181,10927056
chr16,11404626,11404787
chr16,3207746,3207928
chr16,4489543,4489373
chr16,4489650,4489524
chr16,4495053,4494939
chr16,4854546,4854485
chr16,4859124,4859062
chr16,10929246,10929091
chr16,11404213,11404373
chr16,11405936,11406103
chr16,11415475,11415636
chr16,48541,48433
chr16,3222366,3222429
chr16,4494406,4494273
chr16,5574998,5574828
chr16,5586300,5586154
chr16,10011580,10011658
chr16,11403228,11403282
chr16,11406573,11406730
chr16,11407313,11407482
chr16,11414269,11414426
chr16,27630,27462
chr16,4484733,4484571
chr16,4862227,4862063
chr16,7965844,7965995
chr16,4490447,4490305
chr16,4849899,4849842
chr16,5889677,5889548
chr16,10916865,10916699
chr16,10921553,10921382
chr16,29916,29764
chr16,4488666,4488500
chr16,10922827,10922661
chr16,3216949,3217075
chr16,4490493,4490326
chr16,4849781,4849650
chr16,5580919,5580792
chr16,5885611,5885484
chr16,5891540,5891409
chr16,10921594,10921426
chr16,10926989,10926834
chr16,11417225,11417302
chr16,4480966,4480872
chr16,4488234,4488136
chr16,5586703,5586528
chr16,5887816,5887713
chr16,5894752,5894588
chr16,5896674,5896488
chr16,10918869,10918791
chr16,10921258,10921200
chr16,4862292,4862126
chr16,5891441,5891335
chr16,7978897,7979006
chr16,10918877,10918742
chr16,11444349,11444399
chr16,5587934,5587816
chr16,10903628,10903564
chr16,11404605,11404767
chr16,4867191,4867097
chr16,5890852,5890745
chr16,28530,28363
chr16,4486335,4486224
chr16,5883031,5882920
chr16,5894163,5894000
chr16,5894792,5894661
chr16,10928368,10928227
chr16,3200010,3200104
chr16,4485827,4485714
chr16,4843238,4843204
chr16,4853593,4853692
chr16,4854259,4854334
chr16,11446735,11446821
chr16,30889,30804
chr16,5891248,5891061
chr16,10932241,10932076
chr16,4859017,4859070
chr16,5889428,5889260
chr16,10918884,10918799
chr16,10927121,10927054
chr16,10921381,10921218
chr16,3208304,3208464
chr16,5580915,5580770
chr16,5585610,5585553
chr16,26783,26710
chr16,4853224,4853282
chr16,10929312,10929134
chr16,11406646,11406772
chr16,5885518,5885478
chr16,5897194,5897034
chr16,4849707,4849600
chr16,10011650,10011672
chr16,11406468,11406591
chr16,11414164,11414287
chr16,10920100,10920070
chr16,10927087,10926960
chr16,4852974,4852995
chr16,4856418,4856465
chr16,5898597,5898546
chr16,10934106,10934045
chr17,2629832,2629999
chr17,2631026,2631193
chr17,5064832,5064999
chr17,5053490,5053656
chr17,7967542,7967378
chr17,10186268,10186102
chr17,2630376,2630543
chr17,9440328,9440161
chr17,9458627,9458460
chr17,10186946,10186789
chr17,5624878,5624711
chr17,11005295,11005459
chr17,11008937,11009105
chr17,11016599,11016765
chr17,8516646,8516491
chr17,10178020,10177853
chr17,5635685,5635518
chr17,9445896,9445729
chr17,1877222,1877389
chr17,2629787,2629956
chr17,10177013,10176846
chr17,11005814,11005978
chr17,11016934,11017103
chr17,5051071,5051237
chr17,9446939,9446773
chr17,2623038,2623206
chr17,5055394,5055562
chr17,8197713,8197878
chr17,9450097,9449929
chr17,5058940,5059109
chr17,5055522,5055689
chr17,11007096,11007263
chr17,5048787,5048956
chr17,9433854,9434024
chr17,1841681,1841847
chr17,1869304,1869470
chr17,10185871,10185715
chr17,2623163,2623331
chr17,5064516,5064684
chr17,5635723,5635560
chr17,5058606,5058772
chr17,5627016,5626847
chr17,9444691,9444525
chr17,1883451,1883618
chr17,2625099,2625266
chr17,4749472,4749304
chr17,9443938,9443771
chr17,9446835,9446668
chr17,9448450,9448283
chr17,10174578,10174413
chr17,10175270,10175101
chr17,11467615,11467783
chr17,1831964,1832133
chr17,2630834,2631003
chr17,5058690,5058855
chr17,10158217,10158052
chr17,10184489,10184327
chr17,11016157,11016322
chr17,11016683,11016850
chr17,1870305,1870471
chr17,1874024,1874190
chr17,1882811,1882977
chr17,1888982,1889148
chr17,2622580,2622736
chr17,2628755,2628917
chr17,2629413,2629579
chr17,4317912,4317746
chr17,5625780,5625963
chr17,10176507,10176341
chr17,1840913,1841079
chr17,5054336,5054504
chr17,5066407,5066570
chr17,5635622,5635451
chr17,5635643,5635472
chr17,9443106,9442943
chr17,9446416,9446253
chr17,10179930,10179766
chr17,2629174,2629340
chr17,2630544,2630699
chr17,4750581,4750418
chr17,5066194,5066364
chr17,9442692,9442526
chr17,9443852,9443687
chr17,9470285,9470120
chr17,1702904,1703071
chr17,1867002,1867169
chr17,2625414,2625578
chr17,2630439,2630606
chr17,4323621,4323454
chr17,5049537,5049690
chr17,5057877,5058044
chr17,5060574,5060741
chr17,5066281,5066448
chr17,5636410,5636577
chr17,7967752,7967585
chr17,8198028,8198195
chr17,9449991,9449824
chr17,9470477,9470310
chr17,10186121,10185962
chr17,11003913,11004081
chr17,11017165,11017333
chr17,5635953,5635789
chr17,8514689,8514520
chr17,1878805,1878962
chr17,4321472,4321306
chr17,5049985,5050146
chr17,5056276,5056442
chr17,5064937,5065103
chr17,5065157,5065308
chr17,5624208,5624034
chr17,5633394,5633227
chr17,5637833,5637666
chr17,9439908,9439742
chr17,10155213,10155049
chr17,10173612,10173456
chr17,1863330,1863495
chr17,1875774,1875941
chr17,2629937,2630103
chr17,4332159,4331992
chr17,5056192,5056359
chr17,5060551,5060719
chr17,5623296,5623128
chr17,9447931,9447773
chr17,10154284,10154121
chr17,11465400,11465568
chr17,4317332,4317166
chr17,5065540,5065707
chr17,8196737,8196903
chr17,10159786,10159620
chr17,10160211,10160032
chr17,10939391,10939556
chr17,1701089,1701256
chr17,1718000,1717833
chr17,1830368,1830530
chr17,1838264,1838431
chr17,1863414,1863578
chr17,1865479,1865646
chr17,1870389,1870556
chr17,1877180,1877347
chr17,1878767,1878931
chr17,1884626,1884792
chr17,2628434,2628586
chr17,5055417,5055584
chr17,5056295,5056452
chr17,5057602,5057764
chr17,5632890,5632715
chr17,7968128,7967961
chr17,9447751,9447594
chr17,10154856,10154684
chr17,10156301,10156134
chr17,10157330,10157162
chr17,10171652,10171487
chr17,10186249,10186082
chr17,11005211,11005378
chr17,11006270,11006437
chr17,11469306,11469474
chr17,1718103,1717933
chr17,1868411,1868578
chr17,1877540,1877707
chr17,1885963,1886129
chr17,2630395,2630564
chr17,4333247,4333086
chr17,5055009,5055174
chr17,5058478,5058647
chr17,5065435,5065599
chr17,9457215,9457046
chr17,10155320,10155151
chr17,10156029,10155860
chr17,10158880,10158713
chr17,10178765,10178601
chr17,10183613,10183444
chr17,1705088,1705241
chr17,1841784,1841951
chr17,1869764,1869930
chr17,1871581,1871747
chr17,1876796,1876962
chr17,2623123,2623289
chr17,2624082,2624246
chr17,5623753,5623580
chr17,5624271,5624100
chr17,10184616,10184449
chr17,10186927,10186760
chr17,11465901,11466068
chr17,1882207,1882370
chr17,1889789,1889945
chr17,1890188,1890352
chr17,1890609,1890776
chr17,4332056,4331890
chr17,4333234,4333066
chr17,5058541,5058709
chr17,5058984,5059155
chr17,5635559,5635388
chr17,8196321,8196484
chr17,9433431,9433596
chr17,9439154,9439000
chr17,1829991,1830161
chr17,1830726,1830892
chr17,1871684,1871850
chr17,1875816,1875982
chr17,2630187,2630347
chr17,4323262,4323100
chr17,5065331,5065497
chr17,5634618,5634791
chr17,8513040,8512879
chr17,8514123,8513958
chr17,9458438,9458278
chr17,9470374,9470205
chr17,10156175,10156009
chr17,10156814,10156648
chr17,10171924,10171759
chr17,11015864,11016030
chr17,11016240,11016406
chr17,11465101,11465261
chr17,11466913,11467082
chr17,1702227,1702394
chr17,1882417,1882558
chr17,1888940,1889107
chr17,2623144,2623311
chr17,2623438,2623604
chr17,2629684,2629852
chr17,2630460,2630612
chr17,4316751,4316594
chr17,4318464,4318297
chr17,4330302,4330135
chr17,5050607,5050774
chr17,5064538,5064705
chr17,5066302,5066469
chr17,5623816,5623649
chr17,5625132,5625297
chr17,8197550,8197713
chr17,8506240,8506077
chr17,8513577,8513410
chr17,8516562,8516395
chr17,9448758,9448596
chr17,9459444,9459277
chr17,9462733,9462564
chr17,10154431,10154264
chr17,10159070,10158902
chr17,10172609,10172448
chr17,10172715,10172547
chr17,10173633,10173466
chr17,10176971,10176804
chr17,10179953,10179788
chr17,11469120,11469287
chr17,1873108,1873275
chr17,2630481,2630645
chr17,4750317,4750146
chr17,5625607,5625756
chr17,5637366,5637215
chr17,8195487,8195656
chr17,9441630,9441466
chr17,9444105,9443940
chr17,9463963,9463797
chr17,10157224,10157058
chr17,10173719,10173550
chr17,10173989,10173824
chr17,10176761,10176596
chr17,11004820,11004983
chr17,11006803,11006970
chr17,11467447,11467612
chr17,1701734,1701902
chr17,1717871,1717708
chr17,1840099,1840265
chr17,1867105,1867272
chr17,1874126,1874294
chr17,1874670,1874836
chr17,1876109,1876276
chr17,1878063,1878203
chr17,1888897,1889065
chr17,4322941,4322783
chr17,4330365,4330199
chr17,5051594,5051760
chr17,5058024,5058192
chr17,5058794,5058960
chr17,5064790,5064956
chr17,5065205,5065371
chr17,5625501,5625669
chr17,8195845,8196011
chr17,8197630,8197795
chr17,8514167,8514001
chr17,8514228,8514064
chr17,10154830,10154662
chr17,10157116,10156954
chr17,10159638,10159471
chr17,10180454,10180283
chr17,10183756,10183592
chr17,10947288,10947137
chr17,11007939,11008105
chr17,11015970,11016134
chr17,11016641,11016807
chr17,1703220,1703384
chr17,1714169,1714337
chr17,1830869,1831037
chr17,1863433,1863599
chr17,1866774,1866939
chr17,5623774,5623611
chr17,5626312,5626154
chr17,5633844,5634009
chr17,8197148,8197313
chr17,9433515,9433680
chr17,10154537,10154369
chr17,10156710,10156548
chr17,10181743,10181577
chr17,10182241,10182077
chr17,11467839,11468006
chr17,11468154,11468323
chr17,1875313,1875479
chr17,1884003,1884168
chr17,2623015,2623184
chr17,2629539,2629705
chr17,2629781,2629936
chr17,2636694,2636528
chr17,2638308,2638168
chr17,4316521,4316353
chr17,4331181,4331015
chr17,5051677,5051843
chr17,5052098,5052270
chr17,5623711,5623539
chr17,5634437,5634598
chr17,5636365,5636535
chr17,8195300,8195468
chr17,8196426,8196592
chr17,8511281,8511116
chr17,9445190,9445021
chr17,9448531,9448368
chr17,9448782,9448626
chr17,9459276,9459110
chr17,10171550,10171382
chr17,10175898,10175753
chr17,10177075,10176909
chr17,10179702,10179539
chr17,10939454,10939619
chr17,10947282,10947117
chr17,11467427,11467593
chr17,1704249,1704416
chr17,1704897,1705049
chr17,1716009,1716176
chr17,1830389,1830557
chr17,1841413,1841554
chr17,1841471,1841638
chr17,1872809,1872976
chr17,1875856,1876024
chr17,1878079,1878246
chr17,1879660,1879827
chr17,1886088,1886255
chr17,2625162,2625329
chr17,2628335,2628487
chr17,2630751,2630918
chr17,4316772,4316605
chr17,4322991,4322825
chr17,4330646,4330484
chr17,4331267,4331099
chr17,5054567,5054723
chr17,5059876,5060038
chr17,7968171,7968003
chr17,8507419,8507252
chr17,8513430,8513263
chr17,9459193,9459026
chr17,10175142,10174975
chr17,10178871,10178703
chr17,10181638,10181475
chr17,10185328,10185165
chr17,10186967,10186800
chr17,11003955,11004123
chr17,11007180,11007335
chr17,11008504,11008666
chr17,11469392,11469558
chr17,11469413,11469576
chr17,11472429,11472593
chr17,1701757,1701918
chr17,1708590,1708750
chr17,1716093,1716257
chr17,1831180,1831346
chr17,1834296,1834463
chr17,1865185,1865353
chr17,5057560,5057729
chr17,5064746,5064915
chr17,5065959,5066129
chr17,5633392,5633268
chr17,5635199,5635029
chr17,5720408,5720562
chr17,8197590,8197753
chr17,8198950,8199117
chr17,8506756,8506591
chr17,9438883,9438719
chr17,9447333,9447168
chr17,10160458,10160292
chr17,10179849,10179685
chr17,11005940,11006104
chr17,11007717,11007886
chr17,11467857,11468026
chr17,1701694,1701860
chr17,1709321,1709487
chr17,1717747,1717583
chr17,1832050,1832216
chr17,1834213,1834379
chr17,1866109,1866267
chr17,1872231,1872397
chr17,1872333,1872500
chr17,1881205,1881372
chr17,1882913,1883081
chr17,1883559,1883721
chr17,2630250,2630416
chr17,2630731,2630898
chr17,4315787,4315628
chr17,5059519,5059685
chr17,5065498,5065666
chr17,5065646,5065812
chr17,5066659,5066820
chr17,5624078,5623903
chr17,5635240,5635074
chr17,8196506,8196674
chr17,8198131,8198297
chr17,8506092,8505928
chr17,8509071,8508904
chr17,9433941,9434109
chr17,9439050,9438885
chr17,9439347,9439176
chr17,9446519,9446366
chr17,10158427,10158260
chr17,10172736,10172569
chr17,10174536,10174370
chr17,10183548,10183382
chr17,10939434,10939600
chr17,11003782,11003935
chr17,11004294,11004460
chr17,11469475,11469641
chr17,1699995,1700163
chr17,1701173,1701336
chr17,1701590,1701756
chr17,1832090,1832260
chr17,1841848,1842014
chr17,1869407,1869575
chr17,1879744,1879915
chr17,4316667,4316501
chr17,4750644,4750477
chr17,5064851,5065019
chr17,5066758,5066925
chr17,7967858,7967690
chr17,8511844,8511676
chr17,8512230,8512060
chr17,9464131,9463941
chr17,9466214,9466036
chr17,10155859,10155702
chr17,10157099,10156937
chr17,10160643,10160478
chr17,10171049,10170883
chr17,10174639,10174474
chr17,10175225,10175059
chr17,10176994,10176826
chr17,10181285,10181120
chr17,10184718,10184552
chr17,11008376,11008541
chr17,11016425,11016597
chr17,1698772,1698938
chr17,1718226,1718063
chr17,1830996,1831151
chr17,1840202,1840368
chr17,1841157,1841317
chr17,1863722,1863888
chr17,1869867,1870033
chr17,1879060,1879222
chr17,1879534,1879701
chr17,1879615,1879785
chr17,1885795,1885962
chr17,1887202,1887364
chr17,1889066,1889235
chr17,2624436,2624597
chr17,4315055,4314886
chr17,4315518,4315343
chr17,4317889,4317724
chr17,4330179,4330009
chr17,5635988,5635810
chr17,8509816,8509666
chr17,8513349,8513164
chr17,8515637,8515459
chr17,8515826,8515656
chr17,9459360,9459194
chr17,9465615,9465448
chr17,10153619,10153452
chr17,10157080,10156913
chr17,10158321,10158155
chr17,10172047,10171884
chr17,10185203,10185040
chr17,11006992,11007158
chr17,11008251,11008417
chr17,11008604,11008769
chr17,11015991,11016156
chr17,11464836,11464999
chr17,11468220,11468386
chr17,11471836,11472002
chr17,1702796,1702966
chr17,1702862,1703029
chr17,1704876,1705043
chr17,1704939,1705106
chr17,1708059,1708226
chr17,1708898,1709055
chr17,1709363,1709530
chr17,1710833,1711000
chr17,1715866,1716029
chr17,1830244,1830409
chr17,1835175,1835342
chr17,1840306,1840474
chr17,1866421,1866562
chr17,1875877,1876045
chr17,1876838,1877005
chr17,1879576,1879743
chr17,1881102,1881269
chr17,1881310,1881478
chr17,1886657,1886821
chr17,2622600,2622767
chr17,2624786,2624953
chr17,2625204,2625371
chr17,2625330,2625497
chr17,2628314,2628481
chr17,2629853,2630020
