Chromosome,ChromStart,ChromEnd,Band,Stain
LG20,19473481.1468929,19473571.1468929,M13287,M13287
LG20,20377363.650515,20377453.650515,M8265,M8265
LG20,20502032.0175922,20502122.0175922,M37842,M37842
LG20,20795389.1654544,20795479.1654544,M26133,M26133
LG20,23233341.1876032,23233431.1876032,M37184,M37184
LG20,23711448.5892562,23711538.5892562,M43442,M43442
LG20,24116757.591342,24116847.591342,M39849,M39849
LG20,24560999.4007518,24561089.4007518,M18587,M18587
LG20,26106363.463708,26106453.463708,M43830,M43830
LG20,26739384.8401688,26739474.8401688,M3786,M3786
LG20,27991976.0722202,27992066.0722202,M20020,M20020
LG20,28997394.7753168,28997484.7753168,M37179,M37179
LG20,29465094.5377126,29465184.5377126,M43275,M43275
LG20,29663144.9049548,29663234.9049548,M42368,M42368
LG20,30128198.5496998,30128288.5496998,M39484,M39484
LG20,30501530.6788086,30501620.6788086,M8676,M8676
LG20,30805910.0532968,30806000.0532968,M24178,M24178
LG20,32249771.9055972,32249861.9055972,M36299,M36299
LG20,32824644.167272,32824734.167272,M17922,M17922
LG20,34184912.3527738,34185002.3527738,M4763,M4763
LG20,35211551.9954852,35211641.9954852,M26640,M26640
LG20,35876731.0556402,35876821.0556402,M3098,M3098
LG20,36195057.9023758,36195147.9023758,M13443,M13443
LG20,36480142.689061,36480232.689061,M36313,M36313
LG20,36736024.2456264,36736114.2456264,M41004,M41004
LG20,37363165.5205252,37363255.5205252,M24232,M24232
LG20,38290625.8912992,38290715.8912992,M35034,M35034
LG20,38788066.8739948,38788156.8739948,M25814,M25814
LG20,39374576.3183284,39374666.3183284,M44579,M44579
LG20,40058637.2133884,40058727.2133884,M29558,M29558
LG21,0,90,M1298,M1298
LG21,531781.540145292,531871.540145292,M14633,M14633
LG21,943134.381362132,943224.381362132,M12452,M12452
LG21,1383850.1588669,1383940.1588669,M7189,M7189
LG21,1774621.35862489,1774711.35862489,M12045,M12045
LG21,2602687.94595316,2602777.94595316,M36459,M36459
LG21,3491647.74823144,3491737.74823144,M16122,M16122
LG21,4036868.4447833,4036958.4447833,M13722,M13722
LG21,4566791.76076144,4566881.76076144,M28024,M28024
LG21,5012667.16076144,5012757.16076144,M24034,M24034
LG21,6243157.74757,6243247.74757,M39548,M39548
LG21,6928808.94303194,6928898.94303194,M2407,M2407
LG21,7376944.78006352,7377034.78006352,M31010,M31010
LG21,7617462.1105696,7617552.1105696,M17033,M17033
LG21,7617464.1105696,7617554.1105696,M2223,M2223
LG21,7847102.01560538,7847192.01560538,M33824,M33824
LG21,9117190.69008628,9117280.69008628,M13401,M13401
LG21,11187483.7174692,11187573.7174692,M7764,M7764
LG21,12025278.8721594,12025368.8721594,M33116,M33116
LG21,13748699.240376,13748789.240376,M30469,M30469
LG21,14318304.2059959,14318394.2059959,M24645,M24645
LG21,14561185.8549022,14561275.8549022,M38062,M38062
LG21,15007356.8851714,15007446.8851714,M43633,M43633
LG21,15422786.8302745,15422876.8302745,M40016,M40016
LG21,16844636.1539795,16844726.1539795,M18053,M18053
LG21,17273305.2280153,17273395.2280153,M14342,M14342
LG21,17895124.5877634,17895214.5877634,M18118,M18118
LG21,19381660.9603967,19381750.9603967,M31761,M31761
LG21,19660831.0275793,19660921.0275793,M21209,M21209
LG21,20153354.5897056,20153444.5897056,M16542,M16542
LG21,20989152.9028224,20989242.9028224,M40653,M40653
LG21,21410708.0319708,21410798.0319708,M27590,M27590
LG21,21641550.2231994,21641640.2231994,M5021,M5021
LG21,21870540.76289,21870630.76289,M3431,M3431
LG21,22182178.6315656,22182268.6315656,M6683,M6683
LG21,23269112.8306642,23269202.8306642,M8074,M8074
LG21,24492685.7930652,24492775.7930652,M32012,M32012
LG21,24869006.031657,24869096.031657,M9295,M9295
LG21,25236590.6151356,25236680.6151356,M29750,M29750
LG21,25814415.7344994,25814505.7344994,M12275,M12275
LG21,26777605.5681548,26777695.5681548,M43655,M43655
LG21,27031514.8808688,27031604.8808688,M40547,M40547
LG21,27744357.885899,27744447.885899,M18988,M18988
LG21,28103108.1653086,28103198.1653086,M27787,M27787
LG21,31287853.4821062,31287943.4821062,M1496,M1496
LG21,33759805.401689,33759895.401689,M2371,M2371
LG21,35136852.6066272,35136942.6066272,M31633,M31633
LG21,35297773.2762274,35297863.2762274,M38913,M38913
LG21,35573086.580369,35573176.580369,M26907,M26907
LG21,35924099.3945342,35924189.3945342,M44321,M44321
LG21,36368701.7622362,36368791.7622362,M22453,M22453
LG21,36693776.4316672,36693866.4316672,M12128,M12128
LG22,0,90,M10510,M10510
LG22,373281.762198142,373371.762198142,M1789,M1789
LG22,612167.476281632,612257.476281632,M10891,M10891
LG22,1069655.2743236,1069745.2743236,M30656,M30656
LG22,1651463.16057466,1651553.16057466,M21705,M21705
LG22,2452879.87702662,2452969.87702662,M21984,M21984
LG22,3746375.92425568,3746465.92425568,M5369,M5369
LG22,4597661.32649192,4597751.32649192,M45176,M45176
LG22,5090883.1667699,5090973.1667699,M27338,M27338
LG22,5364442.09236632,5364532.09236632,M5801,M5801
LG22,6794175.04891684,6794265.04891684,M11580,M11580
LG22,6895961.80912376,6896051.80912376,M19420,M19420
LG22,7462548.96546536,7462638.96546536,M23870,M23870
LG22,7562211.61221524,7562301.61221524,M6504,M6504
LG22,8080126.3261302,8080216.3261302,M11465,M11465
LG22,9186750.4171305,9186840.4171305,M36878,M36878
LG22,10875262.1854716,10875352.1854716,M36440,M36440
LG22,11444956.8468911,11445046.8468911,M10385,M10385
LG22,12470239.9970986,12470329.9970986,M39154,M39154
LG22,12795430.0376466,12795520.0376466,M6166,M6166
LG22,13695969.8999602,13696059.8999602,M27092,M27092
LG22,14019106.8011711,14019196.8011711,M9954,M9954
LG22,14445466.3488617,14445556.3488617,M1446,M1446
LG22,14759712.373791,14759802.373791,M25107,M25107
LG22,15043054.2639771,15043144.2639771,M9601,M9601
LG22,15316213.843508,15316303.843508,M23261,M23261
LG22,15773091.1085321,15773181.1085321,M8386,M8386
LG22,16022257.9129533,16022347.9129533,M33686,M33686
LG22,16273757.1139992,16273847.1139992,M42548,M42548
LG22,17247924.3680726,17248014.3680726,M44057,M44057
LG22,17736746.3066008,17736836.3066008,M9529,M9529
LG22,18362616.2675441,18362706.2675441,M41797,M41797
LG22,19481827.2391736,19481917.2391736,M44863,M44863
LG22,19600475.715092,19600565.715092,M26262,M26262
LG22,19809194.5000485,19809284.5000485,M7758,M7758
LG22,20916408.3518292,20916498.3518292,M39125,M39125
LG22,21229503.88516,21229593.88516,M20442,M20442
LG22,22040632.703166,22040722.703166,M29884,M29884
LG22,22963983.696912,22964073.696912,M17514,M17514
LG22,24336981.5077112,24337071.5077112,M24525,M24525
LG22,24867573.7487406,24867663.7487406,M43133,M43133
LG22,25340047.4224652,25340137.4224652,M8239,M8239
LG22,25495028.0947546,25495118.0947546,M8487,M8487
LG22,25999956.5583678,26000046.5583678,M19064,M19064
LG22,26619039.382284,26619129.382284,M28738,M28738
LG22,27938731.1633444,27938821.1633444,M16162,M16162
LG22,28799984.9000142,28800074.9000142,M33254,M33254
LG22,29344766.9176182,29344856.9176182,M43606,M43606
LG23,0,90,M12272,M12272
LG23,4045203.96879706,4045293.96879706,M22026,M22026
LG23,6509469.83880264,6509559.83880264,M36469,M36469
LG23,6583014.79939134,6583104.79939134,M3828,M3828
LG23,7411802.99549292,7411892.99549292,M36729,M36729
LG23,7634950.44416886,7635040.44416886,M17234,M17234
LG23,9680659.99343642,9680749.99343642,M38557,M38557
LG23,10639028.2865707,10639118.2865707,M1510,M1510
LG23,11403456.2325424,11403546.2325424,M18934,M18934
LG23,11777794.9457475,11777884.9457475,M6949,M6949
LG23,12298352.0521834,12298442.0521834,M36608,M36608
LG23,14084445.3410271,14084535.3410271,M11969,M11969
LG23,14842615.889177,14842705.889177,M6388,M6388
LG23,15193138.2498388,15193228.2498388,M22244,M22244
LG23,16799742.8480605,16799832.8480605,M9489,M9489
LG23,17656267.1212014,17656357.1212014,M4767,M4767
LG23,18726241.0699336,18726331.0699336,M8764,M8764
LG23,19948524.3499085,19948614.3499085,M2973,M2973
LG23,21588500.516314,21588590.516314,M35605,M35605
LG23,22260127.3496298,22260217.3496298,M36603,M36603
LG23,22662267.311449,22662357.311449,M19708,M19708
LG23,22853335.319803,22853425.319803,M19135,M19135
LG23,23186756.6781834,23186846.6781834,M40606,M40606
LG24,0,90,M36563,M36563
LG24,369862.033656662,369952.033656662,M28463,M28463
LG24,611841.093219204,611931.093219204,M2591,M2591
LG24,928014.712948654,928104.712948654,M12234,M12234
LG24,928024.917995,928114.917995,M42954,M42954
LG24,1307119.01211465,1307209.01211465,M8624,M8624
LG24,2566244.61189358,2566334.61189358,M25950,M25950
LG24,3979312.4216376,3979402.4216376,M41813,M41813
LG24,5447530.97186486,5447620.97186486,M6180,M6180
LG24,5833073.9514017,5833163.9514017,M27453,M27453
LG24,7643046.14886032,7643136.14886032,M25446,M25446
LG24,9960469.8204125,9960559.8204125,M21127,M21127
LG24,19623162.6579891,19623252.6579891,M44741,M44741
LG24,19900027.7250736,19900117.7250736,M35150,M35150
LG24,20500763.5574578,20500853.5574578,M2465,M2465
LG24,20883292.4417242,20883382.4417242,M45057,M45057
LG24,22407426.5066832,22407516.5066832,M5157,M5157
LG24,24017948.3179052,24018038.3179052,M23533,M23533
LG24,24485463.0724354,24485553.0724354,M1627,M1627
LG24,25126024.0809448,25126114.0809448,M38491,M38491
LG24,25442634.5190568,25442724.5190568,M43791,M43791
LG24,26809172.6366732,26809262.6366732,M16961,M16961
LG24,27568326.5174924,27568416.5174924,M36882,M36882
LG24,28624728.2976896,28624818.2976896,M9149,M9149
LG24,29886187.57272,29886277.57272,M40482,M40482
LG24,32626552.106764,32626642.106764,M20412,M20412
LG24,33084580.3405222,33084670.3405222,M3281,M3281
LG24,34205014.1976944,34205104.1976944,M35634,M35634
LG24,34516821.3433002,34516911.3433002,M13250,M13250
LG24,36467525.1877214,36467615.1877214,M32554,M32554
LG24,37744178.4932444,37744268.4932444,M16393,M16393
LG24,38736486.3135106,38736576.3135106,M17070,M17070
LG24,39206979.4696946,39207069.4696946,M5407,M5407
LG24,39421183.4162038,39421273.4162038,M40610,M40610
LG24,40052752.5388266,40052842.5388266,M34004,M34004
LG24,40998279.0931792,40998369.0931792,M39219,M39219
LG24,41487723.4417172,41487813.4417172,M10814,M10814
LG24,42809050.2979944,42809140.2979944,M44064,M44064
LG24,43804211.4595204,43804301.4595204,M3164,M3164
LG25,0,90,M38537,M38537
LG25,1615499.48755662,1615589.48755662,M9817,M9817
LG25,2743878.1673351,2743968.1673351,M19777,M19777
LG25,18445179.5029223,18445269.5029223,M30009,M30009
LG25,19299161.2243519,19299251.2243519,M11529,M11529
LG25,20037913.9451208,20038003.9451208,M25941,M25941
LG25,20185367.276859,20185457.276859,M13891,M13891
LG25,21768027.6452884,21768117.6452884,M15607,M15607
LG25,22305177.1568484,22305267.1568484,M37211,M37211
LG25,22506527.72757,22506617.72757,M33074,M33074
LG25,25395644.5835618,25395734.5835618,M12663,M12663
LG25,26998902.995216,26998992.995216,M32723,M32723
LG25,27409032.657859,27409122.657859,M4738,M4738
LG25,27942857.0274664,27942947.0274664,M11681,M11681
LG25,29792382.8558538,29792472.8558538,M42098,M42098
LG25,31388200.7667708,31388290.7667708,M37368,M37368
LG25,32231772.5519366,32231862.5519366,M30087,M30087
LG25,33682482.043344,33682572.043344,M9935,M9935
LG25,34259231.1227386,34259321.1227386,M1800,M1800
LG25,34584547.7920316,34584637.7920316,M18940,M18940
LG25,34997552.4679516,34997642.4679516,M42863,M42863
LG25,35599748.0733818,35599838.0733818,M34701,M34701
LG25,36266932.2824256,36267022.2824256,M31271,M31271
LG25,36793596.9466506,36793686.9466506,M16982,M16982
LG25,37292762.7589136,37292852.7589136,M18975,M18975
LG25,37953298.0969576,37953388.0969576,M43325,M43325
LG25,40567047.5664088,40567137.5664088,M12560,M12560
LG25,42482184.0162766,42482274.0162766,M30660,M30660
LG26,0,90,M25799,M25799
LG26,488279.91057834,488369.91057834,M15069,M15069
LG26,1202275.66457285,1202365.66457285,M11991,M11991
LG26,1512755.90173321,1512845.90173321,M25539,M25539
LG26,1896241.3920932,1896331.3920932,M15956,M15956
LG26,2160249.9915854,2160339.9915854,M2661,M2661
LG26,2559482.7201756,2559572.7201756,M6084,M6084
LG26,2862214.98722618,2862304.98722618,M3372,M3372
LG26,3808015.6268163,3808105.6268163,M26803,M26803
LG26,4348553.43536476,4348643.43536476,M15513,M15513
LG26,5131460.49266,5131550.49266,M23537,M23537
LG26,5695601.95349078,5695691.95349078,M32284,M32284
LG26,7271548.80173996,7271638.80173996,M8263,M8263
LG26,7631338.21336232,7631428.21336232,M43147,M43147
LG26,7881344.66983516,7881434.66983516,M6905,M6905
LG26,7980343.64248894,7980433.64248894,M35345,M35345
LG26,9175374.65325096,9175464.65325096,M16850,M16850
LG26,9688970.66749002,9689060.66749002,M31718,M31718
LG26,10790970.9438333,10791060.9438333,M42526,M42526
LG26,11317293.7066564,11317383.7066564,M21844,M21844
LG26,13161804.6169547,13161894.6169547,M26504,M26504
LG26,14222433.8444797,14222523.8444797,M45362,M45362
LG26,14623809.6206445,14623899.6206445,M29665,M29665
LG26,15379537.753144,15379627.753144,M34599,M34599
LG26,16419587.3276003,16419677.3276003,M15463,M15463
LG26,16811443.5984186,16811533.5984186,M31998,M31998
LG26,18358383.2696386,18358473.2696386,M39740,M39740
LG26,19022460.8589831,19022550.8589831,M14922,M14922
LG26,19326255.6480002,19326345.6480002,M34636,M34636
LG26,19757063.6514885,19757153.6514885,M27594,M27594
LG26,20147123.163156,20147213.163156,M2754,M2754
LG26,20728721.3334484,20728811.3334484,M15223,M15223
LG26,23103972.0306536,23104062.0306536,M38845,M38845
LG26,24630747.7760722,24630837.7760722,M34175,M34175
LG26,25164133.676014,25164223.676014,M19126,M19126
LG26,25591033.886769,25591123.886769,M15654,M15654
LG26,27459409.404805,27459499.404805,M16297,M16297
LG26,28380034.4952486,28380124.4952486,M18067,M18067
LG26,29604619.7469866,29604709.7469866,M3318,M3318
LG26,30520974.902623,30521064.902623,M29346,M29346
LG26,30944763.8771682,30944853.8771682,M32168,M32168
LG27,0,90,M35931,M35931
LG27,417669.247467042,417759.247467042,M27976,M27976
LG27,623252.51340866,623342.51340866,M26194,M26194
LG27,781099.528237482,781189.528237482,M14949,M14949
LG27,1078118.41488466,1078208.41488466,M24800,M24800
LG27,1332432.50826803,1332522.50826803,M3513,M3513
LG27,1844320.77154076,1844410.77154076,M9779,M9779
LG27,2541550.49209828,2541640.49209828,M21880,M21880
LG27,2684231.74801926,2684321.74801926,M15969,M15969
LG27,3163964.40949612,3164054.40949612,M40205,M40205
LG27,3595458.48040446,3595548.48040446,M35437,M35437
LG27,4081551.60579722,4081641.60579722,M10307,M10307
LG27,4853296.61707542,4853386.61707542,M21699,M21699
LG27,5849192.7722113,5849282.7722113,M33857,M33857
LG27,6776848.91695736,6776938.91695736,M42246,M42246
LG27,8467822.80597444,8467912.80597444,M15527,M15527
LG27,9333637.1802237,9333727.1802237,M6947,M6947
LG27,10862088.0585977,10862178.0585977,M3199,M3199
LG27,11520182.1908402,11520272.1908402,M36050,M36050
LG27,13378818.5052381,13378908.5052381,M5902,M5902
LG27,14079361.5197654,14079451.5197654,M19778,M19778
LG27,14546912.8231588,14547002.8231588,M21445,M21445
LG27,15300852.899046,15300942.899046,M6650,M6650
LG27,16026521.4721309,16026611.4721309,M20065,M20065
LG27,16656237.1020626,16656327.1020626,M20337,M20337
LG27,17120700.4698858,17120790.4698858,M27365,M27365
LG27,17868813.9249291,17868903.9249291,M30960,M30960
LG27,18322360.2277423,18322450.2277423,M23515,M23515
LG27,19415908.8460674,19415998.8460674,M30227,M30227
LG27,19916910.2050341,19917000.2050341,M33951,M33951
LG27,20500546.1258256,20500636.1258256,M38288,M38288
LG27,21219141.6751596,21219231.6751596,M13574,M13574
LG27,22117645.924566,22117735.924566,M19468,M19468
LG27,22308945.3799172,22309035.3799172,M13109,M13109
LG27,22825497.7399624,22825587.7399624,M11013,M11013
LG27,23787642.1619808,23787732.1619808,M12915,M12915
LG27,24130656.7138522,24130746.7138522,M36917,M36917
LG27,24841909.5906362,24841999.5906362,M5532,M5532
LG27,25928750.0832386,25928840.0832386,M4300,M4300
LG27,26255000.547777,26255090.547777,M31359,M31359
LG27,27615446.0414328,27615536.0414328,M16245,M16245
LG27,27807062.4111688,27807152.4111688,M16179,M16179
LG27,28411188.6009888,28411278.6009888,M40939,M40939
LG27,29625607.563203,29625697.563203,M41646,M41646
LG27,30076679.62733,30076769.62733,M32118,M32118
LG27,30531664.6886078,30531754.6886078,M32553,M32553
LG27,31154699.9128014,31154789.9128014,M35589,M35589
LG27,31695842.9066006,31695932.9066006,M32028,M32028
LG27,32144472.3168084,32144562.3168084,M33891,M33891
LG27,33028751.8771882,33028841.8771882,M31012,M31012
LG27,35307992.7865264,35308082.7865264,M30292,M30292
LG27,35496472.0554,35496562.0554,M43660,M43660
LG28,0,90,M20713,M20713
LG28,263786.552471136,263876.552471136,M43114,M43114
LG28,2682390.59245194,2682480.59245194,M20963,M20963
LG28,2920288.14620794,2920378.14620794,M9604,M9604
LG28,3417445.10372074,3417535.10372074,M14068,M14068
LG28,4322326.87553558,4322416.87553558,M22371,M22371
LG28,5266880.8467889,5266970.8467889,M3462,M3462
LG28,8913537.89349758,8913627.89349758,M18189,M18189
LG28,9344069.840532,9344159.840532,M16249,M16249
LG28,10700705.066021,10700795.066021,M22014,M22014
LG28,11377885.7509295,11377975.7509295,M20555,M20555
LG28,11752460.3952026,11752550.3952026,M5415,M5415
LG28,12294953.3480948,12295043.3480948,M30791,M30791
LG28,12897755.465439,12897845.465439,M40821,M40821
LG28,13407215.2524428,13407305.2524428,M35643,M35643
LG28,13649315.8377139,13649405.8377139,M17083,M17083
LG28,13917828.4373935,13917918.4373935,M21663,M21663
LG28,14389812.5422617,14389902.5422617,M16256,M16256
LG28,14661531.3052236,14661621.3052236,M17516,M17516
LG28,15140081.3925886,15140171.3925886,M23848,M23848
LG28,15945969.5550832,15946059.5550832,M9098,M9098
LG28,16529816.8255272,16529906.8255272,M12350,M12350
LG28,18490218.7689161,18490308.7689161,M15842,M15842
LG28,18784551.2448705,18784641.2448705,M11199,M11199
LG28,19670861.0021607,19670951.0021607,M38740,M38740
LG28,20998032.4406074,20998122.4406074,M30182,M30182
LG28,21341314.3502574,21341404.3502574,M24410,M24410
LG28,22259537.055272,22259627.055272,M6466,M6466
LG28,24154728.848483,24154818.848483,M9928,M9928
LG28,25129703.2438876,25129793.2438876,M36463,M36463
LG28,26660948.1804124,26661038.1804124,M8564,M8564
LG28,27471382.7075552,27471472.7075552,M23026,M23026
LG28,28277387.2083604,28277477.2083604,M38050,M38050
LG28,29007033.082489,29007123.082489,M5194,M5194
LG28,29991770.5175486,29991860.5175486,M10524,M10524
LG28,30609244.7081754,30609334.7081754,M18182,M18182
LG28,31656398.1239098,31656488.1239098,M36026,M36026
LG28,32465271.5238412,32465361.5238412,M30138,M30138
LG28,32649381.6406094,32649471.6406094,M26237,M26237
LG29,0,90,M3839,M3839
LG29,618276.312155274,618366.312155274,M33853,M33853
LG29,829652.809906276,829742.809906276,M20397,M20397
LG29,2037050.61033804,2037140.61033804,M10390,M10390
LG29,3082904.44664048,3082994.44664048,M33142,M33142
LG29,3756754.84913308,3756844.84913308,M6548,M6548
LG29,4351292.84648902,4351382.84648902,M17149,M17149
LG29,4688703.4563197,4688793.4563197,M43035,M43035
LG29,5135352.87437646,5135442.87437646,M36210,M36210
LG29,5819812.81984926,5819902.81984926,M18154,M18154
LG29,6522017.13117578,6522107.13117578,M8904,M8904
LG29,7246466.2282401,7246556.2282401,M15814,M15814
LG29,8247741.871347,8247831.871347,M39460,M39460
LG29,8508984.26715748,8509074.26715748,M3676,M3676
LG29,8957262.20858098,8957352.20858098,M43519,M43519
LG29,9504824.54174798,9504914.54174798,M43796,M43796
LG29,11175394.722383,11175484.722383,M23855,M23855
LG29,11412977.2570639,11413067.2570639,M15843,M15843
LG29,11554987.0875849,11555077.0875849,M5201,M5201
LG29,12385646.8448072,12385736.8448072,M24036,M24036
LG29,12844933.0703073,12845023.0703073,M25342,M25342
LG29,13481486.416075,13481576.416075,M42383,M42383
LG29,15330770.3194956,15330860.3194956,M26291,M26291
LG29,16672871.6776592,16672961.6776592,M36787,M36787
LG29,17081997.9109702,17082087.9109702,M28596,M28596
LG29,19215091.9288286,19215181.9288286,M35041,M35041
LG29,19810727.9714165,19810817.9714165,M32369,M32369
LG29,20097461.7226234,20097551.7226234,M35076,M35076
LG29,20267155.1825918,20267245.1825918,M14443,M14443
LG29,20436262.9007008,20436352.9007008,M34235,M34235
LG29,20436277.7487748,20436367.7487748,M23295,M23295
LG29,20928601.6946184,20928691.6946184,M27994,M27994
LG29,21296741.2035546,21296831.2035546,M34884,M34884
LG29,21296743.2035546,21296833.2035546,M30022,M30022
LG29,21698288.8958272,21698378.8958272,M11803,M11803
LG29,21926062.5148958,21926152.5148958,M29027,M29027
LG29,22606365.9968686,22606455.9968686,M36036,M36036
LG29,23148772.448505,23148862.448505,M23003,M23003
LG29,23448137.9535652,23448227.9535652,M40259,M40259
LG30,0,90,M34378,M34378
LG30,329205.76793899,329295.76793899,M21020,M21020
LG30,1049731.86813402,1049821.86813402,M5946,M5946
LG30,1731880.49885404,1731970.49885404,M45528,M45528
LG30,3940218.155063,3940308.155063,M14214,M14214
LG30,6070965.70585328,6071055.70585328,M8971,M8971
LG30,6839617.36877234,6839707.36877234,M16076,M16076
LG30,11033088.5351494,11033178.5351494,M21464,M21464
LG30,12618949.0313773,12619039.0313773,M38147,M38147
LG31,0,90,M19116,M19116
LG31,296299.268820488,296389.268820488,M44528,M44528
LG31,2366561.0283511,2366651.0283511,M20455,M20455
LG31,4100484.02372022,4100574.02372022,M29195,M29195
LG31,4877243.03272692,4877333.03272692,M41592,M41592
chr1,0,19673786,NA,NA
chr2,0,18275386,NA,NA
chr3,0,17045381,NA,NA
chr4,0,17017937,NA,NA
chr5,0,16275435,NA,NA
chr6,0,15789905,NA,NA
chr7,0,15462896,NA,NA
chr8,0,15422731,NA,NA
chr9,0,15246803,NA,NA
chr10,0,15078524,NA,NA
chr11,0,14712388,NA,NA
chr12,0,14605534,NA,NA
chr13,0,14529372,NA,NA
chr14,0,13941697,NA,NA
chr15,0,13477416,NA,NA
chr16,0,12292438,NA,NA
chr17,0,12240101,NA,NA
chr18,0,11866677,NA,NA
chr19,0,10340728,NA,NA
chr20,0,9730488,NA,NA
chr21,0,9688243,NA,NA
chr22,0,9417832,NA,NA
chr23,0,8897588,NA,NA
chr24,0,8060300,NA,NA
chr25,0,7854970,NA,NA
chr26,0,7556132,NA,NA
chr27,0,7333124,NA,NA
chr28,0,5663841,NA,NA
chr29,0,2455929,NA,NA
